dimensions,iterations,trip_Loops,sleep_Duration,current_trip_loops_index,execution_time,network_delay,total_time_spent
15,10,100,0,1,0.008334,.226666,26.494
15,10,100,0,2,0.008220,.234780,26.494
15,10,100,0,3,0.008370,.234630,26.494
15,10,100,0,4,0.008413,.235587,26.494
15,10,100,0,5,0.008295,.232705,26.494
15,10,100,0,6,0.008267,.243733,26.494
15,10,100,0,7,0.008311,.239689,26.494
15,10,100,0,8,0.008353,.229647,26.494
15,10,100,0,9,0.008269,.235731,26.494
15,10,100,0,10,0.008285,.230715,26.494
15,10,100,0,11,0.008223,.232777,26.494
15,10,100,0,12,0.008229,.235771,26.494
15,10,100,0,13,0.008274,.230726,26.494
15,10,100,0,14,0.008304,.236696,26.494
15,10,100,0,15,0.008580,.235420,26.494
15,10,100,0,16,0.008332,.240668,26.494
15,10,100,0,17,0.008347,.230653,26.494
15,10,100,0,18,0.008273,.233727,26.494
15,10,100,0,19,0.008389,.234611,26.494
15,10,100,0,20,0.008528,.231472,26.494
15,10,100,0,21,0.008376,.249624,26.494
15,10,100,0,22,0.008229,.231771,26.494
15,10,100,0,23,0.008254,.235746,26.494
15,10,100,0,24,0.008315,.230685,26.494
15,10,100,0,25,0.008532,.236468,26.494
15,10,100,0,26,0.008341,.232659,26.494
15,10,100,0,27,0.008313,.230687,26.494
15,10,100,0,28,0.008278,.233722,26.494
15,10,100,0,29,0.008298,.243702,26.494
15,10,100,0,30,0.008302,.237698,26.494
15,10,100,0,31,0.008535,.236465,26.494
15,10,100,0,32,0.008328,.234672,26.494
15,10,100,0,33,0.008771,.240229,26.494
15,10,100,0,34,0.008730,.247270,26.494
15,10,100,0,35,0.008418,.237582,26.494
15,10,100,0,36,0.008290,.231710,26.494
15,10,100,0,37,0.008674,.238326,26.494
15,10,100,0,38,0.008538,.234462,26.494
15,10,100,0,39,0.008465,.235535,26.494
15,10,100,0,40,0.008491,.235509,26.494
15,10,100,0,41,0.008300,.240700,26.494
15,10,100,0,42,0.008446,.234554,26.494
15,10,100,0,43,0.008609,.234391,26.494
15,10,100,0,44,0.008238,.241762,26.494
15,10,100,0,45,0.008254,.230746,26.494
15,10,100,0,46,0.008471,.230529,26.494
15,10,100,0,47,0.008506,.235494,26.494
15,10,100,0,48,0.008342,.245658,26.494
15,10,100,0,49,0.008386,.234614,26.494
15,10,100,0,50,0.008282,.238718,26.494
15,10,100,0,51,0.008513,.227487,26.494
15,10,100,0,52,0.008309,.259691,26.494
15,10,100,0,53,0.008192,.253808,26.494
15,10,100,0,54,0.008295,.231705,26.494
15,10,100,0,55,0.008351,.232649,26.494
15,10,100,0,56,0.008357,.230643,26.494
15,10,100,0,57,0.008461,.224539,26.494
15,10,100,0,58,0.008362,.230638,26.494
15,10,100,0,59,0.008311,.247689,26.494
15,10,100,0,60,0.008326,.241674,26.494
15,10,100,0,61,0.008284,.230716,26.494
15,10,100,0,62,0.008357,.232643,26.494
15,10,100,0,63,0.008367,.227633,26.494
15,10,100,0,64,0.008439,.234561,26.494
15,10,100,0,65,0.008334,.227666,26.494
15,10,100,0,66,0.008289,.230711,26.494
15,10,100,0,67,0.008312,.230688,26.494
15,10,100,0,68,0.008344,.234656,26.494
15,10,100,0,69,0.008574,.230426,26.494
15,10,100,0,70,0.008297,.231703,26.494
15,10,100,0,71,0.008404,.236596,26.494
15,10,100,0,72,0.008370,.231630,26.494
15,10,100,0,73,0.008595,.244405,26.494
15,10,100,0,74,0.008330,.230670,26.494
15,10,100,0,75,0.008997,.242003,26.494
15,10,100,0,76,0.008368,.231632,26.494
15,10,100,0,77,0.008313,.235687,26.494
15,10,100,0,78,0.008359,.246641,26.494
15,10,100,0,79,0.008315,.229685,26.494
15,10,100,0,80,0.008429,.241571,26.494
15,10,100,0,81,0.008539,.229461,26.494
15,10,100,0,82,0.008629,.229371,26.494
15,10,100,0,83,0.008484,.233516,26.494
15,10,100,0,84,0.008481,.232519,26.494
15,10,100,0,85,0.008292,.232708,26.494
15,10,100,0,86,0.008234,.231766,26.494
15,10,100,0,87,0.008585,.228415,26.494
15,10,100,0,88,0.008481,.235519,26.494
15,10,100,0,89,0.008328,.228672,26.494
15,10,100,0,90,0.008550,.245450,26.494
15,10,100,0,91,0.008419,.245581,26.494
15,10,100,0,92,0.008755,.233245,26.494
15,10,100,0,93,0.008306,.230694,26.494
15,10,100,0,94,0.008502,.234498,26.494
15,10,100,0,95,0.008459,.244541,26.494
15,10,100,0,96,0.008479,.237521,26.494
15,10,100,0,97,0.008255,.231745,26.494
15,10,100,0,98,0.008379,.233621,26.494
15,10,100,0,99,0.008265,.233735,26.494
15,10,100,0,100,0.008293,.235707,26.494
